CustomerID,CustomerCode,Customer Name,CustomerType,Age,MobileNumber,City,State,Country,Pincode,Occupation,IndustryType,AnnualIncome,IncomeBracket,CustomerRole,InterestedPropertyType,PreferredCity,BudgetMin,BudgetMax,AssignedAgentID,LeadSource,CustomerRating,SatisfactionScore,TotalPropertiesBought,TotalPropertiesLeased,FirstContactDate,LastInteractionDate,CustomerStatus,IsRepeatCustomer
742,CUST-0742,Kavya Khandelwal,Company,53,8821283036,Chennai,Tamil Nadu,India,483942,Salaried,Finance,3855904,0–5L,Tenant,Apartment,Chennai,4630146,12719181,11,Referral,3.5,3.6,2,0,2024-02-13,2024-10-28,Active,Yes
743,CUST-0743,Kabir Nair,Individual,59,8463243339,Pune,Maharashtra,India,423857,Self Employed,Manufacturing,2326772,5–10L,Investor,Apartment,Pune,4761928,11760470,86,Referral,4,3.6,0,2,2022-06-06,2025-11-04,Active,Yes
744,CUST-0744,Aadhya Reddy,Company,44,8527160111,Hyderabad,Telangana,India,556876,Business,IT,1746073,5–10L,Buyer,Apartment,Hyderabad,4212597,6079227,48,Website,4.1,4.9,3,1,2021-01-22,2025-06-09,Active,No
745,CUST-0745,Shivansh Agarwal,Company,39,8474141777,Mumbai,Maharashtra,India,446618,Business,IT,1888603,10L+,Owner,Villa,Mumbai,4952208,16878361,96,Website,3.8,3.2,3,0,2023-01-21,2024-12-13,Active,No
746,CUST-0746,Esha Agarwal,Individual,26,8424723880,Pune,Maharashtra,India,423128,Salaried,Manufacturing,463361,10L+,Seller,Plot,Pune,4212832,9204155,90,Referral,4.8,4.4,3,2,2021-09-27,2024-01-13,Active,No
747,CUST-0747,Naina Desai,Company,51,8325821216,Bangalore,Karnataka,India,455202,Salaried,Manufacturing,2493593,5–10L,Tenant,Villa,Bangalore,2083971,17428043,46,Referral,4.3,3.7,0,2,2024-04-16,2024-12-27,Active,No
748,CUST-0748,Aarohi Bhattacharya,Individual,57,8128097835,Delhi,Delhi,India,405538,Self Employed,Finance,2256550,5–10L,Tenant,Villa,Delhi,3602438,6778766,44,Ads,4,4.8,0,1,2023-01-30,2025-01-12,Active,Yes
749,CUST-0749,Riya Kapoor,Company,56,8276346586,Mumbai,Maharashtra,India,514610,Business,IT,2576526,10L+,Investor,Apartment,Mumbai,4536289,16094631,94,Walk-in,3.3,4.2,1,2,2024-06-07,2024-12-02,Active,Yes
750,CUST-0750,Pranav Sharma,Individual,52,8485846358,Pune,Maharashtra,India,492204,Salaried,IT,2284789,10L+,Owner,Apartment,Pune,2832980,16346141,61,Ads,4.9,4.6,0,0,2022-08-05,2025-10-16,Active,No
751,CUST-0751,Sai Reddy,Company,31,8953769517,Ahmedabad,Gujarat,India,412325,Business,Finance,3816965,10L+,Investor,Plot,Ahmedabad,2520678,6321452,62,Walk-in,4.5,3.8,0,2,2024-01-10,2025-05-14,Active,Yes
752,CUST-0752,Arjun Shah,Company,46,8784951313,Mumbai,Maharashtra,India,443161,Business,Manufacturing,3584940,10L+,Investor,Plot,Mumbai,3418419,8604270,19,Ads,3.7,5,0,1,2021-04-22,2025-04-25,Active,No
753,CUST-0753,Rohan Khandelwal,Individual,51,8967551425,Hyderabad,Telangana,India,547983,Self Employed,Retail,3047287,10L+,Investor,Apartment,Hyderabad,4829422,6039591,37,Website,3.4,4.8,2,0,2021-06-04,2024-12-04,Active,No
754,CUST-0754,Pihu Sharma,Company,53,8940424992,Bangalore,Karnataka,India,546302,Self Employed,Manufacturing,1360499,0–5L,Tenant,Villa,Bangalore,2547254,14162221,39,Ads,4.6,3.1,0,1,2022-08-25,2024-10-13,Active,Yes
755,CUST-0755,Aryan Verma,Company,37,8284062705,Hyderabad,Telangana,India,438658,Business,Manufacturing,1223497,0–5L,Buyer,Villa,Hyderabad,2069033,16540226,58,Walk-in,3.2,4.3,2,0,2022-04-01,2025-06-14,Active,No
756,CUST-0756,Anika Bhatia,Individual,29,8976319954,Chennai,Tamil Nadu,India,592011,Business,Manufacturing,2356437,0–5L,Buyer,Villa,Chennai,3865595,18251143,89,Walk-in,4.8,3.2,0,2,2021-06-03,2025-01-29,Active,No
757,CUST-0757,Krishna Tiwari,Individual,52,8922722520,Pune,Maharashtra,India,463195,Salaried,IT,3726468,10L+,Seller,Plot,Pune,4286245,8747955,67,Referral,5,3.3,3,2,2021-03-06,2024-12-05,Active,No
758,CUST-0758,Rohan Verma,Company,28,8926318770,Bangalore,Karnataka,India,544208,Self Employed,Finance,4999157,5–10L,Buyer,Villa,Bangalore,3726140,7535255,22,Walk-in,3.2,4,3,0,2021-08-22,2025-09-05,Active,Yes
759,CUST-0759,Aarohi Desai,Company,37,8946526255,Bangalore,Karnataka,India,480310,Business,IT,1115489,0–5L,Seller,Villa,Bangalore,4484480,8475729,37,Referral,3.2,4.9,2,0,2022-02-11,2025-04-15,Active,Yes
760,CUST-0760,Esha Khandelwal,Company,40,8488143772,Delhi,Delhi,India,543805,Salaried,IT,3166450,10L+,Buyer,Villa,Delhi,2866243,13769422,70,Referral,4.2,4.9,2,2,2021-11-10,2024-10-17,Active,No
761,CUST-0761,Aarav Tiwari,Individual,29,8906625660,Pune,Maharashtra,India,460912,Business,Manufacturing,2456623,5–10L,Owner,Villa,Pune,2755923,15807267,5,Ads,4.8,3.3,0,2,2023-04-21,2025-05-17,Active,Yes
762,CUST-0762,Mihir Chawla,Individual,41,8471995118,Ahmedabad,Gujarat,India,389255,Self Employed,Manufacturing,3226741,5–10L,Seller,Apartment,Ahmedabad,3383598,12909187,44,Walk-in,3.1,3.7,2,1,2024-03-31,2024-11-06,Active,No
763,CUST-0763,Dhruv Khandelwal,Company,33,8279964620,Ahmedabad,Gujarat,India,422221,Salaried,IT,3208694,5–10L,Investor,Plot,Ahmedabad,2626680,11625991,79,Referral,4.9,4.6,3,2,2021-11-07,2025-12-28,Active,Yes
764,CUST-0764,Anika Malhotra,Individual,26,8170171822,Delhi,Delhi,India,391905,Self Employed,Manufacturing,2320458,0–5L,Tenant,Plot,Delhi,2954604,9840235,58,Referral,4.3,3.3,2,2,2022-10-19,2025-10-26,Active,No
765,CUST-0765,Reyansh Singh,Individual,55,8229496549,Ahmedabad,Gujarat,India,471550,Business,IT,486081,5–10L,Buyer,Villa,Ahmedabad,2879171,19377310,37,Walk-in,3.2,4.3,1,1,2023-12-10,2024-11-09,Active,Yes
766,CUST-0766,Sai Agarwal,Individual,52,8333704980,Pune,Maharashtra,India,389431,Salaried,IT,3398774,10L+,Owner,Villa,Pune,3379975,6051953,91,Referral,4.1,4.9,3,2,2021-12-28,2025-09-25,Active,Yes
767,CUST-0767,Rohan Nair,Individual,55,8671859876,Ahmedabad,Gujarat,India,436571,Business,IT,555779,0–5L,Buyer,Villa,Ahmedabad,3708307,6065385,94,Walk-in,4.5,4.2,0,0,2023-06-19,2025-05-01,Active,No
768,CUST-0768,Navya Bhattacharya,Company,35,8867913903,Delhi,Delhi,India,416696,Self Employed,Manufacturing,2712275,10L+,Buyer,Villa,Delhi,2355539,7555057,68,Referral,4.1,4,3,0,2022-06-12,2025-10-23,Active,Yes
769,CUST-0769,Kabir Khandelwal,Company,55,8971249292,Mumbai,Maharashtra,India,598369,Self Employed,IT,2933625,10L+,Tenant,Apartment,Mumbai,3114446,9571706,74,Website,3.4,5,3,1,2022-01-14,2024-11-13,Active,No
770,CUST-0770,Dev Jain,Individual,33,8382946949,Bangalore,Karnataka,India,583381,Self Employed,IT,1796999,10L+,Investor,Apartment,Bangalore,3314270,18985936,37,Ads,3.4,4.1,1,2,2023-03-17,2024-09-09,Active,No
771,CUST-0771,Rohan Bhatia,Individual,39,8153005912,Pune,Maharashtra,India,523688,Salaried,IT,1695869,0–5L,Tenant,Plot,Pune,2122848,9925914,86,Website,4.8,3.9,3,1,2024-06-29,2025-05-19,Active,Yes
772,CUST-0772,Krishna Kapoor,Individual,37,8103463493,Mumbai,Maharashtra,India,598556,Self Employed,Retail,2594537,10L+,Buyer,Plot,Mumbai,2317128,6081210,57,Ads,3.8,3.2,3,2,2024-05-13,2024-11-28,Active,Yes
773,CUST-0773,Krishna Agarwal,Individual,41,8814628493,Delhi,Delhi,India,471853,Business,Retail,314145,10L+,Tenant,Apartment,Delhi,4487821,15939368,49,Ads,4.1,4.8,2,1,2022-10-12,2024-02-12,Active,No
774,CUST-0774,Shivansh Verma,Company,33,8742327901,Mumbai,Maharashtra,India,421052,Self Employed,IT,855264,0–5L,Tenant,Villa,Mumbai,4946125,7793040,14,Ads,3.3,3.4,2,0,2024-03-18,2024-08-27,Active,Yes
775,CUST-0775,Aarohi Gupta,Company,32,8168676787,Hyderabad,Telangana,India,417077,Self Employed,IT,2993512,5–10L,Investor,Villa,Hyderabad,2918046,14168423,50,Referral,4.9,3.1,2,1,2024-11-07,2025-09-23,Active,Yes
776,CUST-0776,Meera Singh,Individual,31,8624693738,Mumbai,Maharashtra,India,473449,Self Employed,IT,2707649,10L+,Buyer,Apartment,Mumbai,2738156,19438871,76,Walk-in,3.4,4.2,0,2,2024-04-26,2025-03-02,Active,Yes
777,CUST-0777,Vivaan Malhotra,Company,46,8124090393,Pune,Maharashtra,India,562888,Salaried,IT,400176,10L+,Seller,Villa,Pune,2804333,9205310,62,Ads,4.8,3.4,2,1,2021-12-08,2025-10-05,Active,Yes
778,CUST-0778,Meera Chawla,Individual,55,8455637955,Bangalore,Karnataka,India,452688,Self Employed,IT,4420548,0–5L,Buyer,Villa,Bangalore,4033402,7500441,82,Ads,3.1,4.4,3,1,2024-12-04,2024-12-11,Active,Yes
779,CUST-0779,Esha Chopra,Company,48,8239671601,Hyderabad,Telangana,India,512194,Salaried,Finance,4727215,10L+,Owner,Apartment,Hyderabad,3755012,18727000,74,Ads,3.4,3.3,1,1,2023-07-16,2025-03-01,Active,Yes
780,CUST-0780,Ritika Singh,Company,36,8774726623,Ahmedabad,Gujarat,India,517849,Business,Retail,1066110,10L+,Tenant,Villa,Ahmedabad,4169235,9416195,70,Website,4.3,4.9,0,1,2024-04-24,2024-04-01,Active,Yes
781,CUST-0781,Krishna Bhatia,Individual,53,8886440220,Chennai,Tamil Nadu,India,548901,Salaried,IT,3411375,10L+,Investor,Villa,Chennai,4578169,11987696,58,Walk-in,4.2,3.5,2,1,2024-10-01,2024-08-20,Active,Yes
782,CUST-0782,Harsh Trivedi,Individual,37,8163656801,Hyderabad,Telangana,India,502503,Business,Retail,516982,0–5L,Buyer,Villa,Hyderabad,2070375,17792964,13,Referral,3.3,4.9,2,1,2023-12-29,2024-08-07,Active,Yes
783,CUST-0783,Pranav Kapoor,Individual,48,8550594622,Hyderabad,Telangana,India,454069,Salaried,Finance,4492017,0–5L,Buyer,Apartment,Hyderabad,3058935,15084394,14,Website,4.9,4,2,1,2023-01-06,2025-11-12,Active,No
784,CUST-0784,Reyansh Chawla,Individual,55,8667824906,Chennai,Tamil Nadu,India,558301,Self Employed,Retail,2195342,10L+,Buyer,Villa,Chennai,2427522,12747579,22,Walk-in,3.4,3.5,1,2,2022-02-24,2024-11-28,Active,Yes
785,CUST-0785,Aadhya Agarwal,Individual,34,8665031059,Pune,Maharashtra,India,545478,Self Employed,IT,1559059,5–10L,Investor,Plot,Pune,3985684,10665920,59,Website,4.4,3.9,2,2,2024-05-11,2024-01-31,Active,Yes
786,CUST-0786,Esha Verma,Individual,50,8789820273,Chennai,Tamil Nadu,India,408503,Business,Retail,4570306,10L+,Tenant,Plot,Chennai,3056336,15377640,32,Walk-in,3.6,3.1,3,0,2023-07-21,2025-05-07,Active,Yes
787,CUST-0787,Ira Chopra,Individual,60,8828807771,Mumbai,Maharashtra,India,554143,Self Employed,Finance,1161724,10L+,Buyer,Plot,Mumbai,4239689,7525842,61,Ads,3.9,4.9,0,1,2022-08-21,2025-04-25,Active,Yes
788,CUST-0788,Meera Nair,Individual,54,8992305842,Delhi,Delhi,India,582540,Salaried,Finance,1733433,0–5L,Seller,Apartment,Delhi,3360540,9325973,53,Walk-in,3.4,4.5,2,2,2021-12-28,2025-10-02,Active,No
789,CUST-0789,Kavya Verma,Individual,42,8156192097,Chennai,Tamil Nadu,India,469908,Business,Manufacturing,4474240,5–10L,Tenant,Villa,Chennai,2618503,16883803,7,Referral,3.9,3.4,0,2,2023-08-13,2024-06-13,Active,Yes
790,CUST-0790,Harsh Chopra,Company,48,8692039058,Bangalore,Karnataka,India,505831,Salaried,Finance,1088249,10L+,Seller,Apartment,Bangalore,3995238,18999683,49,Walk-in,4.2,3.1,1,1,2022-02-03,2024-11-02,Active,No
791,CUST-0791,Arjun Sharma,Individual,53,8238567650,Ahmedabad,Gujarat,India,549221,Business,IT,602617,5–10L,Seller,Apartment,Ahmedabad,2218319,14456804,18,Walk-in,4.2,4.5,1,1,2024-06-11,2024-10-12,Active,Yes
792,CUST-0792,Tanvi Verma,Company,36,8500595991,Ahmedabad,Gujarat,India,502821,Business,Manufacturing,2539721,0–5L,Owner,Apartment,Ahmedabad,3177445,19194073,99,Referral,3.7,3.8,0,0,2022-08-14,2025-11-27,Active,No
793,CUST-0793,Dev Trivedi,Individual,39,8790123937,Chennai,Tamil Nadu,India,476549,Salaried,Manufacturing,3526457,5–10L,Buyer,Villa,Chennai,2179972,14779007,33,Ads,4.5,3.2,2,1,2022-02-08,2025-05-13,Active,Yes
794,CUST-0794,Dhruv Verma,Individual,41,8435290150,Pune,Maharashtra,India,461278,Salaried,IT,2013478,10L+,Seller,Plot,Pune,4535784,17378982,59,Ads,4.7,3,3,0,2024-05-13,2024-06-24,Active,Yes
795,CUST-0795,Aarav Mehta,Individual,51,8740137510,Ahmedabad,Gujarat,India,449837,Self Employed,Manufacturing,4258622,10L+,Investor,Plot,Ahmedabad,4257745,15836408,76,Ads,4.5,4.8,1,0,2022-09-10,2024-11-25,Active,Yes
796,CUST-0796,Aditya Tiwari,Individual,53,8317196984,Hyderabad,Telangana,India,532351,Self Employed,Retail,1197778,0–5L,Seller,Apartment,Hyderabad,4138997,11039038,16,Referral,3.5,4.2,0,2,2022-07-12,2025-12-28,Active,Yes
797,CUST-0797,Aarav Nair,Individual,54,8750521361,Delhi,Delhi,India,498317,Salaried,IT,4218782,0–5L,Buyer,Apartment,Delhi,3145997,19794046,69,Walk-in,4.2,3.8,0,1,2023-07-03,2024-02-28,Active,Yes
798,CUST-0798,Pranav Mahajan,Company,58,8284210206,Bangalore,Karnataka,India,439469,Salaried,Finance,352754,5–10L,Buyer,Apartment,Bangalore,3335629,15127566,69,Walk-in,4.5,3.7,2,2,2023-06-13,2024-02-11,Active,No
799,CUST-0799,Riya Mehta,Individual,40,8242356762,Delhi,Delhi,India,397343,Business,IT,1842278,10L+,Owner,Villa,Delhi,3116829,6643580,55,Website,4.7,4.6,0,0,2024-02-13,2024-06-30,Active,Yes
800,CUST-0800,Kavya Nair,Individual,57,8312988551,Ahmedabad,Gujarat,India,592324,Self Employed,Retail,1565650,10L+,Investor,Apartment,Ahmedabad,3404402,6336517,35,Referral,3.1,4.1,1,0,2024-06-04,2024-04-23,Active,No
801,CUST-0801,Arjun Reddy,Individual,51,8689441689,Delhi,Delhi,India,466738,Business,Retail,3173291,0–5L,Buyer,Apartment,Delhi,2684229,17338216,32,Website,4.8,4.6,1,0,2024-02-03,2025-05-11,Active,Yes
802,CUST-0802,Isha Malhotra,Individual,56,8345402079,Ahmedabad,Gujarat,India,572820,Self Employed,Retail,1376937,0–5L,Tenant,Plot,Ahmedabad,2089030,16718816,35,Walk-in,3.4,4.7,2,2,2024-03-06,2025-06-30,Active,Yes
803,CUST-0803,Anika Bhattacharya,Company,31,8984656064,Chennai,Tamil Nadu,India,458490,Salaried,Manufacturing,934516,10L+,Owner,Villa,Chennai,2860533,7429204,22,Walk-in,4.1,3.9,0,1,2021-08-08,2024-04-19,Active,Yes
804,CUST-0804,Navya Nair,Company,33,8654632905,Delhi,Delhi,India,479516,Self Employed,Manufacturing,1189480,10L+,Buyer,Apartment,Delhi,2731102,16180141,22,Referral,4.4,4.4,0,1,2021-09-04,2024-05-26,Active,No
805,CUST-0805,Saanvi Chawla,Individual,59,8642262387,Delhi,Delhi,India,494804,Business,Finance,3800984,10L+,Tenant,Apartment,Delhi,2905963,15707704,4,Ads,3.7,3.3,3,0,2022-10-29,2024-06-11,Active,Yes
806,CUST-0806,Riya Verma,Individual,40,8628996655,Mumbai,Maharashtra,India,518768,Salaried,Finance,4270192,10L+,Investor,Plot,Mumbai,3266026,11646761,16,Website,4.4,4.3,2,2,2021-04-02,2025-10-06,Active,Yes
807,CUST-0807,Dhruv Saxena,Company,44,8564522934,Pune,Maharashtra,India,513808,Self Employed,IT,2732434,5–10L,Tenant,Apartment,Pune,4970771,11506636,91,Referral,3.3,3.8,2,1,2024-08-01,2024-07-05,Active,No
808,CUST-0808,Aarohi Shah,Individual,40,8244317933,Delhi,Delhi,India,474717,Business,IT,609535,0–5L,Investor,Plot,Delhi,4114739,17211662,22,Walk-in,3.6,3.9,1,0,2024-10-19,2024-10-09,Active,No
809,CUST-0809,Sai Desai,Company,60,8166139234,Delhi,Delhi,India,383934,Salaried,Finance,4689702,0–5L,Investor,Villa,Delhi,4129887,15499427,88,Walk-in,3.5,4.5,1,1,2024-07-29,2024-04-26,Active,No
810,CUST-0810,Aarav Singh,Individual,48,8649933727,Ahmedabad,Gujarat,India,425324,Salaried,Retail,3961053,5–10L,Tenant,Villa,Ahmedabad,2735594,7328033,85,Referral,4.6,3.3,3,2,2022-01-20,2024-04-27,Active,Yes
811,CUST-0811,Reyansh Bhatia,Individual,31,8846003656,Hyderabad,Telangana,India,543253,Self Employed,Manufacturing,995968,0–5L,Investor,Plot,Hyderabad,4034273,10632526,99,Ads,3.5,3.6,1,2,2022-11-17,2025-12-25,Active,No
812,CUST-0812,Arjun Malhotra,Individual,56,8616539233,Ahmedabad,Gujarat,India,584870,Business,IT,2423451,0–5L,Seller,Villa,Ahmedabad,4530481,12018136,72,Ads,4.8,3.7,1,2,2021-09-28,2025-11-22,Active,Yes
813,CUST-0813,Riya Bhattacharya,Individual,59,8279356050,Ahmedabad,Gujarat,India,497165,Self Employed,Finance,2118978,10L+,Seller,Plot,Ahmedabad,4146384,14331898,88,Walk-in,4.5,4.9,1,2,2024-06-11,2025-09-11,Active,Yes
814,CUST-0814,Esha Jain,Company,39,8961801884,Delhi,Delhi,India,409934,Self Employed,Finance,4548767,5–10L,Buyer,Villa,Delhi,3909376,17375066,10,Referral,4.2,4.6,2,2,2021-06-24,2024-04-20,Active,No
815,CUST-0815,Shivansh Reddy,Company,57,8702318659,Ahmedabad,Gujarat,India,498126,Self Employed,Finance,2951229,10L+,Seller,Villa,Ahmedabad,2935337,8306144,95,Website,4.8,4.3,0,2,2021-01-24,2024-03-21,Active,Yes
816,CUST-0816,Arjun Bhattacharya,Company,44,8815157352,Pune,Maharashtra,India,462199,Salaried,Retail,2555481,5–10L,Owner,Villa,Pune,4452754,8900210,55,Walk-in,4.7,4,1,2,2023-10-16,2025-06-13,Active,Yes
817,CUST-0817,Anika Patel,Company,56,8449439102,Bangalore,Karnataka,India,569820,Salaried,Retail,3904416,10L+,Seller,Plot,Bangalore,2523453,13072038,87,Walk-in,4.1,4.6,3,0,2023-03-10,2024-07-29,Active,No
818,CUST-0818,Aanya Malhotra,Company,33,8140084235,Chennai,Tamil Nadu,India,401391,Salaried,IT,2943368,10L+,Owner,Plot,Chennai,3179663,10395121,77,Ads,3.1,4.6,1,0,2023-01-27,2025-07-15,Active,No
819,CUST-0819,Dhruv Trivedi,Company,34,8838355376,Mumbai,Maharashtra,India,549554,Business,Finance,4599295,0–5L,Investor,Apartment,Mumbai,4743476,9263504,6,Referral,3.7,3.2,1,0,2021-02-23,2025-05-11,Active,No
820,CUST-0820,Pranav Singh,Company,51,8352302147,Bangalore,Karnataka,India,456173,Self Employed,IT,2949521,5–10L,Buyer,Villa,Bangalore,2016501,15616975,82,Website,5,3.3,0,2,2021-06-05,2025-11-04,Active,Yes
821,CUST-0821,Shivansh Kapoor,Company,59,8635873734,Pune,Maharashtra,India,449623,Salaried,Finance,1179279,5–10L,Owner,Plot,Pune,2406713,6564028,23,Referral,4.5,4,0,1,2023-11-03,2024-11-10,Active,Yes
822,CUST-0822,Kabir Verma,Company,56,8899796560,Bangalore,Karnataka,India,477808,Self Employed,Finance,2466524,5–10L,Investor,Apartment,Bangalore,2243291,8952778,27,Walk-in,4.8,4.4,0,2,2021-12-26,2025-10-20,Active,No
823,CUST-0823,Vivaan Singh,Individual,58,8760547280,Mumbai,Maharashtra,India,498480,Self Employed,IT,1551927,5–10L,Tenant,Villa,Mumbai,2072528,19555628,8,Referral,3.3,3.2,2,0,2023-04-07,2025-04-20,Active,No
824,CUST-0824,Naina Agarwal,Company,37,8859334958,Ahmedabad,Gujarat,India,576240,Salaried,Retail,3632809,5–10L,Seller,Apartment,Ahmedabad,4313331,17711178,75,Referral,3.1,4,2,2,2023-06-17,2024-05-11,Active,Yes
825,CUST-0825,Sai Mehta,Individual,35,8400974365,Chennai,Tamil Nadu,India,412222,Salaried,Finance,2714055,0–5L,Seller,Apartment,Chennai,3744429,16405636,34,Ads,4.6,3.4,1,2,2021-03-22,2024-11-02,Active,No
826,CUST-0826,Aarohi Joshi,Company,53,8958248294,Ahmedabad,Gujarat,India,567057,Business,Manufacturing,1507777,10L+,Buyer,Plot,Ahmedabad,4833752,8330855,79,Website,3,4.1,3,2,2023-11-28,2025-05-23,Active,No
827,CUST-0827,Diya Kapoor,Individual,33,8299368519,Pune,Maharashtra,India,411866,Salaried,Retail,4102244,0–5L,Tenant,Plot,Pune,2357927,9553019,24,Ads,4.3,4.5,1,2,2024-03-14,2024-06-20,Active,Yes
828,CUST-0828,Myra Shah,Individual,28,8617833727,Ahmedabad,Gujarat,India,572281,Business,Finance,2618717,5–10L,Owner,Apartment,Ahmedabad,2467394,14670543,72,Walk-in,4.6,4.9,0,1,2022-06-26,2024-12-22,Active,Yes
829,CUST-0829,Dev Shah,Company,28,8409905214,Mumbai,Maharashtra,India,434081,Self Employed,Manufacturing,2549661,0–5L,Buyer,Villa,Mumbai,2078007,12840267,32,Walk-in,3.7,3.4,3,0,2024-01-15,2024-12-18,Active,Yes
830,CUST-0830,Ishaan Kumar,Company,26,8697047245,Mumbai,Maharashtra,India,417440,Self Employed,IT,3240833,0–5L,Tenant,Plot,Mumbai,4117437,12017082,21,Website,4.5,4.8,1,2,2024-06-26,2025-08-06,Active,Yes
831,CUST-0831,Krishna Desai,Company,43,8428882885,Bangalore,Karnataka,India,427577,Self Employed,Retail,3565354,0–5L,Owner,Apartment,Bangalore,4990702,10158310,22,Ads,4.8,4.4,2,2,2023-10-09,2024-07-23,Active,No
832,CUST-0832,Pranav Chawla,Company,40,8120086926,Bangalore,Karnataka,India,398173,Salaried,Retail,4020597,0–5L,Tenant,Plot,Bangalore,4876123,8634947,77,Website,4.1,3.1,3,2,2022-09-14,2025-11-09,Active,Yes
833,CUST-0833,Dhruv Kapoor,Individual,55,8706313906,Mumbai,Maharashtra,India,550313,Business,IT,2201604,0–5L,Buyer,Plot,Mumbai,2804480,10358521,56,Walk-in,3.3,4.5,3,2,2021-12-23,2024-01-22,Active,Yes
834,CUST-0834,Anika Jain,Company,34,8761748351,Mumbai,Maharashtra,India,556134,Business,Retail,2635751,10L+,Buyer,Plot,Mumbai,2516155,16139289,3,Walk-in,4.4,3,0,1,2024-03-28,2024-08-29,Active,Yes
835,CUST-0835,Isha Tiwari,Company,30,8151941972,Ahmedabad,Gujarat,India,559100,Business,Retail,540458,0–5L,Investor,Villa,Ahmedabad,4077943,17027955,93,Referral,4.4,4,3,0,2023-08-31,2025-12-14,Active,No
836,CUST-0836,Kabir Patel,Company,43,8104130965,Delhi,Delhi,India,544483,Salaried,IT,3645489,5–10L,Investor,Plot,Delhi,3279397,17566761,78,Walk-in,3.9,3.7,3,1,2023-04-15,2025-09-02,Active,Yes
837,CUST-0837,Aryan Joshi,Individual,56,8273377034,Hyderabad,Telangana,India,478493,Business,Manufacturing,4281565,0–5L,Tenant,Apartment,Hyderabad,2973395,16993011,36,Ads,4.2,3.1,1,0,2022-01-21,2025-08-08,Active,No
838,CUST-0838,Navya Shah,Individual,48,8680066404,Hyderabad,Telangana,India,443717,Business,IT,1804084,10L+,Seller,Plot,Hyderabad,3142716,17563952,53,Walk-in,3.2,3.9,3,2,2022-01-15,2025-05-19,Active,Yes
839,CUST-0839,Aarav Saxena,Company,48,8666875211,Chennai,Tamil Nadu,India,540280,Business,IT,2665400,5–10L,Buyer,Villa,Chennai,2841666,6464828,16,Website,3.4,4.1,2,2,2022-02-05,2024-09-30,Active,No
840,CUST-0840,Esha Shah,Individual,50,8474698418,Pune,Maharashtra,India,446402,Salaried,IT,1361100,5–10L,Owner,Plot,Pune,2452551,7642521,2,Referral,4.2,4.8,2,1,2023-04-09,2024-12-12,Active,Yes
841,CUST-0841,Myra Singh,Individual,46,8804181264,Bangalore,Karnataka,India,419950,Salaried,Retail,2789693,5–10L,Investor,Apartment,Bangalore,3985396,18553093,95,Website,4.7,3.7,0,2,2021-01-08,2024-07-10,Active,No
842,CUST-0842,Tanvi Tiwari,Individual,42,8828882086,Pune,Maharashtra,India,453684,Salaried,Manufacturing,4139192,0–5L,Tenant,Villa,Pune,4237295,16933483,95,Walk-in,4.6,4.7,0,0,2024-04-20,2025-04-20,Active,No
843,CUST-0843,Ananya Chawla,Individual,26,8782305627,Delhi,Delhi,India,470614,Self Employed,Retail,776193,5–10L,Seller,Plot,Delhi,4184135,14894106,25,Walk-in,4,5,0,2,2024-06-02,2025-06-13,Active,Yes
844,CUST-0844,Aadhya Patel,Individual,40,8888426390,Mumbai,Maharashtra,India,475910,Salaried,Retail,1856781,5–10L,Owner,Plot,Mumbai,3690748,10059398,39,Walk-in,3.3,4.7,0,2,2023-12-28,2024-12-19,Active,Yes
845,CUST-0845,Mihir Singh,Individual,56,8277327302,Ahmedabad,Gujarat,India,545404,Salaried,IT,1139101,10L+,Tenant,Villa,Ahmedabad,4824123,19209794,64,Walk-in,3,3.8,3,1,2024-12-30,2024-12-27,Active,No
846,CUST-0846,Esha Trivedi,Company,39,8362550716,Delhi,Delhi,India,478762,Self Employed,Retail,3477570,5–10L,Seller,Villa,Delhi,3515686,11907358,35,Referral,3.4,4.7,3,1,2024-05-07,2025-03-03,Active,Yes
847,CUST-0847,Diya Chawla,Company,58,8125036341,Bangalore,Karnataka,India,419933,Salaried,Retail,986333,5–10L,Seller,Villa,Bangalore,4083581,7982639,80,Referral,4.7,3.9,1,1,2021-06-01,2024-02-14,Active,No
848,CUST-0848,Ritika Malhotra,Individual,59,8462922421,Bangalore,Karnataka,India,489360,Business,Retail,4305748,5–10L,Seller,Apartment,Bangalore,2510935,14239513,8,Walk-in,3.2,3.2,0,0,2021-10-22,2025-10-14,Active,No
849,CUST-0849,Pihu Jain,Company,58,8709843957,Pune,Maharashtra,India,432172,Self Employed,Retail,1591395,5–10L,Buyer,Apartment,Pune,4300126,17924295,19,Ads,3.3,3,3,2,2021-06-19,2025-02-11,Active,No
850,CUST-0850,Aryan Kapoor,Individual,33,8563810806,Bangalore,Karnataka,India,424908,Self Employed,IT,1563151,0–5L,Buyer,Plot,Bangalore,2853644,6876039,74,Walk-in,3.9,3.1,0,0,2021-01-31,2024-01-28,Active,No
851,CUST-0851,Pranav Saxena,Individual,53,8345171950,Bangalore,Karnataka,India,543806,Salaried,Finance,4761082,5–10L,Owner,Plot,Bangalore,2127832,14730634,64,Website,4,4.2,1,2,2024-03-21,2024-07-20,Active,No
852,CUST-0852,Vihaan Gupta,Company,59,8364482437,Pune,Maharashtra,India,413756,Self Employed,Finance,4156711,10L+,Owner,Villa,Pune,2449221,19590035,55,Ads,4.2,4.9,0,2,2022-11-24,2025-01-18,Active,Yes
